-2.074139999999999873e-01 2.190499999999999947e-01 0.000000000000000000e+00 1.194270000000000054e-01 -2.073889999999999900e-01 -2.190310000000000035e-01 0.000000000000000000e+00 1.194199999999999984e-01 -0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000606000000000106e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 9.429899999999999394e-02 4.110280000000000045e-01 0.000000000000000000e+00 0.000000000000000000e+00 -2.732930000000000081e-01 5.795000000000000151e-02 1.999999999999999909e-06 0.000000000000000000e+00 -1.319999999999999993e-02 9.425400000000000444e-02 -7.923099999999999588e-02 0.000000000000000000e+00 -1.019749999999999962e-01 9.424599999999999644e-02 7.922899999999999388e-02 0.000000000000000000e+00 -1.019670000000000021e-01
3.167809999999999793e-01 3.452899999999999858e-01 0.000000000000000000e+00 2.073820000000000108e-01 3.168279999999999985e-01 -3.453160000000000118e-01 0.000000000000000000e+00 2.074139999999999873e-01 9.044099999999999362e-02 -3.999999999999999819e-06 0.000000000000000000e+00 -0.000000000000000000e+00 1.000286999999999926e+00 0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 4.078699999999999687e-02 -1.999999999999999909e-06 0.000000000000000000e+00 -5.795000000000000151e-02 3.143079999999999763e-01 0.000000000000000000e+00 0.000000000000000000e+00 -4.110280000000000045e-01 4.600699999999999928e-02 5.021799999999999875e-02 0.000000000000000000e+00 -9.424399999999999444e-02 4.601199999999999735e-02 -5.022000000000000075e-02 0.000000000000000000e+00 -9.425400000000000444e-02
-3.452899999999999858e-01 -1.705599999999999894e-01 0.000000000000000000e+00 -2.190259999999999985e-01 3.453160000000000118e-01 -1.705250000000000099e-01 0.000000000000000000e+00 2.190499999999999947e-01 3.999999999999999819e-06 -2.982150000000000079e-01 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 9.933589999999999920e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.999999999999999909e-06 -1.368910000000000127e-01 0.000000000000000000e+00 -1.999999999999999909e-06 -0.000000000000000000e+00 2.423389999999999989e-01 0.000000000000000000e+00 0.000000000000000000e+00 -5.021799999999999875e-02 -1.058000000000000086e-02 0.000000000000000000e+00 7.922800000000000675e-02 5.022000000000000075e-02 -1.057100000000000053e-02 0.000000000000000000e+00 -7.923099999999999588e-02
0.000000000000000000e+00 0.000000000000000000e+00 2.504669999999999952e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.505020000000000024e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.429899999999999394e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000606000000000106e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.864199999999999774e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.466990000000000016e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.855600000000000194e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.855999999999999900e-02 0.000000000000000000e+00
-2.073820000000000108e-01 -2.190259999999999985e-01 0.000000000000000000e+00 1.194169999999999954e-01 -2.074139999999999873e-01 2.190499999999999947e-01 0.000000000000000000e+00 1.194270000000000054e-01 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 9.429899999999999394e-02 -0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000606000000000106e+00 5.795000000000000151e-02 -1.999999999999999909e-06 0.000000000000000000e+00 -1.319999999999999993e-02 4.110280000000000045e-01 0.000000000000000000e+00 0.000000000000000000e+00 -2.732930000000000081e-01 9.424399999999999444e-02 7.922800000000000675e-02 0.000000000000000000e+00 -1.019639999999999991e-01 9.425400000000000444e-02 -7.923099999999999588e-02 0.000000000000000000e+00 -1.019749999999999962e-01
4.601199999999999735e-02 -5.022000000000000075e-02 0.000000000000000000e+00 9.425400000000000444e-02 4.600800000000000028e-02 5.021899999999999975e-02 0.000000000000000000e+00 9.424599999999999644e-02 3.143079999999999763e-01 0.000000000000000000e+00 0.000000000000000000e+00 4.110280000000000045e-01 4.078699999999999687e-02 1.999999999999999909e-06 0.000000000000000000e+00 5.795000000000000151e-02 1.000286999999999926e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.044099999999999362e-02 3.999999999999999819e-06 0.000000000000000000e+00 0.000000000000000000e+00 3.168279999999999985e-01 -3.453160000000000118e-01 0.000000000000000000e+00 -2.074139999999999873e-01 3.167920000000000180e-01 3.452959999999999918e-01 0.000000000000000000e+00 -2.073889999999999900e-01
5.022000000000000075e-02 -1.057100000000000053e-02 0.000000000000000000e+00 7.923099999999999588e-02 -5.021899999999999975e-02 -1.057800000000000060e-02 0.000000000000000000e+00 -7.922899999999999388e-02 0.000000000000000000e+00 2.423389999999999989e-01 0.000000000000000000e+00 0.000000000000000000e+00 -1.999999999999999909e-06 -1.368910000000000127e-01 0.000000000000000000e+00 -1.999999999999999909e-06 0.000000000000000000e+00 9.933589999999999920e-01 0.000000000000000000e+00 0.000000000000000000e+00 -3.999999999999999819e-06 -2.982150000000000079e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.453160000000000118e-01 -1.705250000000000099e-01 0.000000000000000000e+00 -2.190499999999999947e-01 -3.452959999999999918e-01 -1.705530000000000102e-01 0.000000000000000000e+00 2.190310000000000035e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.855999999999999900e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.855700000000000294e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.466990000000000016e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.864199999999999774e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000606000000000106e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.429899999999999394e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.505020000000000024e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.504750000000000032e-01 0.000000000000000000e+00
-9.425400000000000444e-02 7.923099999999999588e-02 0.000000000000000000e+00 -1.019749999999999962e-01 -9.424599999999999644e-02 -7.922899999999999388e-02 0.000000000000000000e+00 -1.019670000000000021e-01 -4.110280000000000045e-01 0.000000000000000000e+00 0.000000000000000000e+00 -2.732930000000000081e-01 -5.795000000000000151e-02 -1.999999999999999909e-06 0.000000000000000000e+00 -1.319999999999999993e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000606000000000106e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.429899999999999394e-02 2.074139999999999873e-01 -2.190499999999999947e-01 0.000000000000000000e+00 1.194270000000000054e-01 2.073889999999999900e-01 2.190310000000000035e-01 0.000000000000000000e+00 1.194199999999999984e-01
4.600699999999999928e-02 5.021799999999999875e-02 0.000000000000000000e+00 9.424399999999999444e-02 4.601199999999999735e-02 -5.022000000000000075e-02 0.000000000000000000e+00 9.425400000000000444e-02 4.078699999999999687e-02 -1.999999999999999909e-06 0.000000000000000000e+00 5.795000000000000151e-02 3.143079999999999763e-01 -0.000000000000000000e+00 0.000000000000000000e+00 4.110280000000000045e-01 9.044099999999999362e-02 -3.999999999999999819e-06 0.000000000000000000e+00 0.000000000000000000e+00 1.000286999999999926e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.167809999999999793e-01 3.452899999999999858e-01 0.000000000000000000e+00 -2.073820000000000108e-01 3.168279999999999985e-01 -3.453160000000000118e-01 0.000000000000000000e+00 -2.074139999999999873e-01
-5.021799999999999875e-02 -1.058000000000000086e-02 0.000000000000000000e+00 -7.922800000000000675e-02 5.022000000000000075e-02 -1.057100000000000053e-02 0.000000000000000000e+00 7.923099999999999588e-02 1.999999999999999909e-06 -1.368910000000000127e-01 0.000000000000000000e+00 1.999999999999999909e-06 0.000000000000000000e+00 2.423389999999999989e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.999999999999999819e-06 -2.982150000000000079e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.933589999999999920e-01 0.000000000000000000e+00 0.000000000000000000e+00 -3.452899999999999858e-01 -1.705599999999999894e-01 0.000000000000000000e+00 2.190259999999999985e-01 3.453160000000000118e-01 -1.705250000000000099e-01 0.000000000000000000e+00 -2.190499999999999947e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.855600000000000194e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.855999999999999900e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.864199999999999774e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.466990000000000016e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.429899999999999394e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000606000000000106e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.504669999999999952e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.505020000000000024e-01 0.000000000000000000e+00
-9.424399999999999444e-02 -7.922800000000000675e-02 0.000000000000000000e+00 -1.019639999999999991e-01 -9.425400000000000444e-02 7.923099999999999588e-02 0.000000000000000000e+00 -1.019749999999999962e-01 -5.795000000000000151e-02 1.999999999999999909e-06 0.000000000000000000e+00 -1.319999999999999993e-02 -4.110280000000000045e-01 0.000000000000000000e+00 0.000000000000000000e+00 -2.732930000000000081e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.429899999999999394e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000606000000000106e+00 2.073820000000000108e-01 2.190259999999999985e-01 0.000000000000000000e+00 1.194169999999999954e-01 2.074139999999999873e-01 -2.190499999999999947e-01 0.000000000000000000e+00 1.194270000000000054e-01
2.042800000000000171e-02 0.000000000000000000e+00 0.000000000000000000e+00 5.806000000000000050e-02 5.320000000000000076e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.609899999999999873e-02 4.601199999999999735e-02 5.022000000000000075e-02 0.000000000000000000e+00 9.425400000000000444e-02 4.600699999999999928e-02 -5.021799999999999875e-02 0.000000000000000000e+00 9.424399999999999444e-02 3.168279999999999985e-01 3.453160000000000118e-01 0.000000000000000000e+00 2.074139999999999873e-01 3.167809999999999793e-01 -3.452899999999999858e-01 0.000000000000000000e+00 2.073820000000000108e-01 1.000286999999999926e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.044099999999999362e-02 3.999999999999999819e-06 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.341499999999999831e-02 0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 -1.937499999999999986e-02 0.000000000000000000e+00 -0.000000000000000000e+00 -5.022000000000000075e-02 -1.057100000000000053e-02 0.000000000000000000e+00 -7.923099999999999588e-02 5.021799999999999875e-02 -1.058000000000000086e-02 0.000000000000000000e+00 7.922800000000000675e-02 -3.453160000000000118e-01 -1.705250000000000099e-01 0.000000000000000000e+00 -2.190499999999999947e-01 3.452899999999999858e-01 -1.705599999999999894e-01 0.000000000000000000e+00 2.190259999999999985e-01 0.000000000000000000e+00 9.933589999999999920e-01 0.000000000000000000e+00 0.000000000000000000e+00 -3.999999999999999819e-06 -2.982150000000000079e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.440700000000000161e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.290000000000000493e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.855999999999999900e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.855600000000000194e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.505020000000000024e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.504669999999999952e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000606000000000106e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.429899999999999394e-02 0.000000000000000000e+00
-5.806000000000000050e-02 0.000000000000000000e+00 0.000000000000000000e+00 -9.960600000000000009e-02 -1.609899999999999873e-02 -0.000000000000000000e+00 0.000000000000000000e+00 -2.859400000000000136e-02 -9.425400000000000444e-02 -7.923099999999999588e-02 0.000000000000000000e+00 -1.019749999999999962e-01 -9.424399999999999444e-02 7.922800000000000675e-02 0.000000000000000000e+00 -1.019639999999999991e-01 -2.074139999999999873e-01 -2.190499999999999947e-01 0.000000000000000000e+00 1.194270000000000054e-01 -2.073820000000000108e-01 2.190259999999999985e-01 0.000000000000000000e+00 1.194169999999999954e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000606000000000106e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.429899999999999394e-02
5.320000000000000076e-03 -0.000000000000000000e+00 0.000000000000000000e+00 1.609899999999999873e-02 2.042800000000000171e-02 0.000000000000000000e+00 0.000000000000000000e+00 5.806000000000000050e-02 4.600800000000000028e-02 -5.021899999999999975e-02 0.000000000000000000e+00 9.424599999999999644e-02 4.601199999999999735e-02 5.022000000000000075e-02 0.000000000000000000e+00 9.425400000000000444e-02 3.167920000000000180e-01 -3.452959999999999918e-01 0.000000000000000000e+00 2.073889999999999900e-01 3.168279999999999985e-01 3.453160000000000118e-01 0.000000000000000000e+00 2.074139999999999873e-01 9.044099999999999362e-02 -3.999999999999999819e-06 0.000000000000000000e+00 0.000000000000000000e+00 1.000286999999999926e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 -1.937499999999999986e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.341499999999999831e-02 0.000000000000000000e+00 0.000000000000000000e+00 5.021899999999999975e-02 -1.057800000000000060e-02 0.000000000000000000e+00 7.922899999999999388e-02 -5.022000000000000075e-02 -1.057100000000000053e-02 0.000000000000000000e+00 -7.923099999999999588e-02 3.452959999999999918e-01 -1.705530000000000102e-01 0.000000000000000000e+00 2.190310000000000035e-01 -3.453160000000000118e-01 -1.705250000000000099e-01 0.000000000000000000e+00 -2.190499999999999947e-01 3.999999999999999819e-06 -2.982150000000000079e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.933589999999999920e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 8.290000000000000493e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.440700000000000161e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.855700000000000294e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.855999999999999900e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.504750000000000032e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.505020000000000024e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.429899999999999394e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000606000000000106e+00 0.000000000000000000e+00
-1.609899999999999873e-02 0.000000000000000000e+00 0.000000000000000000e+00 -2.859400000000000136e-02 -5.806000000000000050e-02 0.000000000000000000e+00 0.000000000000000000e+00 -9.960600000000000009e-02 -9.424599999999999644e-02 7.922899999999999388e-02 0.000000000000000000e+00 -1.019670000000000021e-01 -9.425400000000000444e-02 -7.923099999999999588e-02 0.000000000000000000e+00 -1.019749999999999962e-01 -2.073889999999999900e-01 2.190310000000000035e-01 0.000000000000000000e+00 1.194199999999999984e-01 -2.074139999999999873e-01 -2.190499999999999947e-01 0.000000000000000000e+00 1.194270000000000054e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.429899999999999394e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000606000000000106e+00
